data_inicio_atividade,uf,quantidade
2019-03-01,AM,3
2019-03-01,BA,9
2019-03-01,CE,9
2019-03-01,DF,3
2019-03-01,ES,10
2019-03-01,GO,10
2019-03-01,MA,2
2019-03-01,MG,37
2019-03-01,MS,5
2019-03-01,MT,3
2019-03-01,PA,5
2019-03-01,PB,7
2019-03-01,PE,11
2019-03-01,PI,3
2019-03-01,PR,22
2019-03-01,RJ,40
2019-03-01,RN,9
2019-03-01,RO,2
2019-03-01,RS,21
2019-03-01,SC,13
2019-03-01,SE,1
2019-03-01,SP,105
2019-03-01,TO,1
2019-04-01,AC,1
2019-04-01,AL,5
2019-04-01,AM,6
2019-04-01,BA,13
2019-04-01,CE,9
2019-04-01,DF,3
2019-04-01,ES,10
2019-04-01,GO,16
2019-04-01,MA,5
2019-04-01,MG,43
2019-04-01,MS,7
2019-04-01,MT,9
2019-04-01,PA,5
2019-04-01,PB,1
2019-04-01,PE,10
2019-04-01,PI,2
2019-04-01,PR,24
2019-04-01,RJ,35
2019-04-01,RN,5
2019-04-01,RO,1
2019-04-01,RS,22
2019-04-01,SC,23
2019-04-01,SE,5
2019-04-01,SP,134
2019-04-01,TO,3
2019-05-01,AC,1
2019-05-01,AL,6
2019-05-01,AM,11
2019-05-01,AP,3
2019-05-01,BA,22
2019-05-01,CE,14
2019-05-01,DF,9
2019-05-01,ES,9
2019-05-01,GO,14
2019-05-01,MA,4
2019-05-01,MG,45
2019-05-01,MS,7
2019-05-01,MT,9
2019-05-01,PA,8
2019-05-01,PB,3
2019-05-01,PE,14
2019-05-01,PI,2
2019-05-01,PR,17
2019-05-01,RJ,36
2019-05-01,RN,7
2019-05-01,RO,5
2019-05-01,RR,2
2019-05-01,RS,27
2019-05-01,SC,21
2019-05-01,SE,4
2019-05-01,SP,97
2019-05-01,TO,1
2019-06-01,AC,3
2019-06-01,AL,2
2019-06-01,AM,4
2019-06-01,AP,1
2019-06-01,BA,12
2019-06-01,CE,10
2019-06-01,DF,6
2019-06-01,ES,10
2019-06-01,GO,14
2019-06-01,MA,3
2019-06-01,MG,40
2019-06-01,MS,6
2019-06-01,MT,5
2019-06-01,PA,6
2019-06-01,PB,4
2019-06-01,PE,11
2019-06-01,PI,3
2019-06-01,PR,19
2019-06-01,RJ,52
2019-06-01,RN,7
2019-06-01,RO,5
2019-06-01,RR,1
2019-06-01,RS,22
2019-06-01,SC,11
2019-06-01,SP,113
2019-06-01,TO,3
2019-07-01,AC,1
2019-07-01,AL,3
2019-07-01,AM,6
2019-07-01,BA,27
2019-07-01,CE,8
2019-07-01,DF,6
2019-07-01,ES,12
2019-07-01,GO,16
2019-07-01,MA,5
2019-07-01,MG,38
2019-07-01,MS,3
2019-07-01,MT,8
2019-07-01,PA,9
2019-07-01,PB,8
2019-07-01,PE,11
2019-07-01,PI,3
2019-07-01,PR,20
2019-07-01,RJ,56
2019-07-01,RN,4
2019-07-01,RO,1
2019-07-01,RR,1
2019-07-01,RS,17
2019-07-01,SC,18
2019-07-01,SE,1
2019-07-01,SP,122
2019-07-01,TO,4
2019-08-01,AL,3
2019-08-01,AM,2
2019-08-01,BA,25
2019-08-01,CE,12
2019-08-01,DF,13
2019-08-01,ES,20
2019-08-01,GO,10
2019-08-01,MA,8
2019-08-01,MG,43
2019-08-01,MS,3
2019-08-01,MT,10
2019-08-01,PA,9
2019-08-01,PB,7
2019-08-01,PE,22
2019-08-01,PI,3
2019-08-01,PR,21
2019-08-01,RJ,56
2019-08-01,RN,5
2019-08-01,RS,17
2019-08-01,SC,16
2019-08-01,SE,1
2019-08-01,SP,110
2019-08-01,TO,2
2019-09-01,AL,8
2019-09-01,AM,2
2019-09-01,AP,1
2019-09-01,BA,15
2019-09-01,CE,8
2019-09-01,DF,7
2019-09-01,ES,11
2019-09-01,GO,16
2019-09-01,MA,6
2019-09-01,MG,39
2019-09-01,MS,2
2019-09-01,MT,8
2019-09-01,PA,7
2019-09-01,PB,4
2019-09-01,PE,13
2019-09-01,PI,4
2019-09-01,PR,28
2019-09-01,RJ,50
2019-09-01,RN,5
2019-09-01,RO,1
2019-09-01,RR,1
2019-09-01,RS,15
2019-09-01,SC,15
2019-09-01,SE,2
2019-09-01,SP,120
2019-09-01,TO,1
2019-10-01,AC,1
2019-10-01,AL,1
2019-10-01,AM,7
2019-10-01,BA,23
2019-10-01,CE,10
2019-10-01,DF,7
2019-10-01,ES,8
2019-10-01,GO,18
2019-10-01,MA,1
2019-10-01,MG,47
2019-10-01,MS,9
2019-10-01,MT,9
2019-10-01,PA,5
2019-10-01,PB,7
2019-10-01,PE,15
2019-10-01,PI,2
2019-10-01,PR,23
2019-10-01,RJ,59
2019-10-01,RN,9
2019-10-01,RO,1
2019-10-01,RR,1
2019-10-01,RS,25
2019-10-01,SC,17
2019-10-01,SE,4
2019-10-01,SP,126
2019-10-01,TO,3
2019-11-01,AC,1
2019-11-01,AL,2
2019-11-01,AM,5
2019-11-01,AP,2
2019-11-01,BA,16
2019-11-01,CE,15
2019-11-01,DF,10
2019-11-01,ES,10
2019-11-01,GO,17
2019-11-01,MA,3
2019-11-01,MG,48
2019-11-01,MS,6
2019-11-01,MT,4
2019-11-01,PA,7
2019-11-01,PB,7
2019-11-01,PE,11
2019-11-01,PI,4
2019-11-01,PR,26
2019-11-01,RJ,42
2019-11-01,RN,4
2019-11-01,RO,2
2019-11-01,RS,23
2019-11-01,SC,15
2019-11-01,SE,3
2019-11-01,SP,93
2019-11-01,TO,3
2019-12-01,AC,3
2019-12-01,AL,3
2019-12-01,AM,5
2019-12-01,AP,1
2019-12-01,BA,14
2019-12-01,CE,6
2019-12-01,DF,5
2019-12-01,ES,14
2019-12-01,GO,7
2019-12-01,MA,4
2019-12-01,MG,32
2019-12-01,MS,2
2019-12-01,MT,1
2019-12-01,PA,5
2019-12-01,PB,5
2019-12-01,PE,2
2019-12-01,PR,10
2019-12-01,RJ,25
2019-12-01,RN,2
2019-12-01,RO,1
2019-12-01,RR,2
2019-12-01,RS,20
2019-12-01,SC,14
2019-12-01,SE,2
2019-12-01,SP,81
2020-01-01,AC,2
2020-01-01,AL,5
2020-01-01,AM,3
2020-01-01,BA,24
2020-01-01,CE,10
2020-01-01,DF,11
2020-01-01,ES,13
2020-01-01,GO,9
2020-01-01,MA,12
2020-01-01,MG,49
2020-01-01,MS,7
2020-01-01,MT,9
2020-01-01,PA,14
2020-01-01,PB,9
2020-01-01,PE,11
2020-01-01,PI,4
2020-01-01,PR,25
2020-01-01,RJ,63
2020-01-01,RN,4
2020-01-01,RO,3
2020-01-01,RS,17
2020-01-01,SC,19
2020-01-01,SE,2
2020-01-01,SP,123
2020-01-01,TO,3
2020-02-01,AC,1
2020-02-01,AL,5
2020-02-01,AM,6
2020-02-01,BA,12
2020-02-01,CE,21
2020-02-01,DF,8
2020-02-01,ES,7
2020-02-01,GO,11
2020-02-01,MA,8
2020-02-01,MG,56
2020-02-01,MS,5
2020-02-01,MT,6
2020-02-01,PA,9
2020-02-01,PB,4
2020-02-01,PE,9
2020-02-01,PI,2
2020-02-01,PR,19
2020-02-01,RJ,39
2020-02-01,RN,2
2020-02-01,RO,3
2020-02-01,RS,16
2020-02-01,SC,19
2020-02-01,SE,2
2020-02-01,SP,118
2020-02-01,TO,3
2020-03-01,AC,1
2020-03-01,AL,5
2020-03-01,AM,6
2020-03-01,AP,2
2020-03-01,BA,26
2020-03-01,CE,21
2020-03-01,DF,9
2020-03-01,ES,11
2020-03-01,GO,17
2020-03-01,MA,8
2020-03-01,MG,54
2020-03-01,MS,5
2020-03-01,MT,11
2020-03-01,PA,15
2020-03-01,PB,7
2020-03-01,PE,14
2020-03-01,PI,3
2020-03-01,PR,23
2020-03-01,RJ,67
2020-03-01,RN,6
2020-03-01,RO,4
2020-03-01,RS,29
2020-03-01,SC,18
2020-03-01,SE,5
2020-03-01,SP,127
2020-03-01,TO,3
2020-04-01,AL,3
2020-04-01,AM,3
2020-04-01,AP,1
2020-04-01,BA,13
2020-04-01,CE,5
2020-04-01,DF,6
2020-04-01,ES,10
2020-04-01,GO,15
2020-04-01,MA,2
2020-04-01,MG,39
2020-04-01,MS,3
2020-04-01,MT,5
2020-04-01,PA,6
2020-04-01,PB,5
2020-04-01,PE,10
2020-04-01,PI,3
2020-04-01,PR,17
2020-04-01,RJ,42
2020-04-01,RN,4
2020-04-01,RO,1
2020-04-01,RR,1
2020-04-01,RS,14
2020-04-01,SC,11
2020-04-01,SE,7
2020-04-01,SP,93
2020-04-01,TO,5
2020-05-01,AC,1
2020-05-01,AL,1
2020-05-01,AM,8
2020-05-01,AP,1
2020-05-01,BA,19
2020-05-01,CE,11
2020-05-01,DF,8
2020-05-01,ES,9
2020-05-01,GO,18
2020-05-01,MA,2
2020-05-01,MG,39
2020-05-01,MS,5
2020-05-01,MT,7
2020-05-01,PA,8
2020-05-01,PB,4
2020-05-01,PE,11
2020-05-01,PI,2
2020-05-01,PR,21
2020-05-01,RJ,50
2020-05-01,RN,5
2020-05-01,RO,7
2020-05-01,RS,16
2020-05-01,SC,22
2020-05-01,SE,1
2020-05-01,SP,112
2020-05-01,TO,1
2020-06-01,AC,1
2020-06-01,AL,4
2020-06-01,AM,11
2020-06-01,AP,1
2020-06-01,BA,19
2020-06-01,CE,6
2020-06-01,DF,12
2020-06-01,ES,19
2020-06-01,GO,19
2020-06-01,MA,5
2020-06-01,MG,56
2020-06-01,MS,7
2020-06-01,MT,9
2020-06-01,PA,13
2020-06-01,PB,4
2020-06-01,PE,11
2020-06-01,PI,3
2020-06-01,PR,21
2020-06-01,RJ,84
2020-06-01,RN,7
2020-06-01,RO,2
2020-06-01,RS,25
2020-06-01,SC,14
2020-06-01,SE,4
2020-06-01,SP,149
2020-06-01,TO,5
2020-07-01,AC,1
2020-07-01,AL,3
2020-07-01,AM,11
2020-07-01,AP,3
2020-07-01,BA,17
2020-07-01,CE,15
2020-07-01,DF,15
2020-07-01,ES,17
2020-07-01,GO,14
2020-07-01,MA,10
2020-07-01,MG,57
2020-07-01,MS,9
2020-07-01,MT,12
2020-07-01,PA,14
2020-07-01,PB,9
2020-07-01,PE,27
2020-07-01,PI,2
2020-07-01,PR,29
2020-07-01,RJ,72
2020-07-01,RN,3
2020-07-01,RO,1
2020-07-01,RR,1
2020-07-01,RS,23
2020-07-01,SC,13
2020-07-01,SE,4
2020-07-01,SP,179
2020-07-01,TO,2
2020-08-01,AL,7
2020-08-01,AM,9
2020-08-01,AP,3
2020-08-01,BA,16
2020-08-01,CE,13
2020-08-01,DF,13
2020-08-01,ES,12
2020-08-01,GO,21
2020-08-01,MA,6
2020-08-01,MG,43
2020-08-01,MS,5
2020-08-01,MT,8
2020-08-01,PA,11
2020-08-01,PB,5
2020-08-01,PE,15
2020-08-01,PI,8
2020-08-01,PR,38
2020-08-01,RJ,70
2020-08-01,RN,6
2020-08-01,RO,7
2020-08-01,RR,1
2020-08-01,RS,22
2020-08-01,SC,21
2020-08-01,SE,5
2020-08-01,SP,154
2020-08-01,TO,1
2020-09-01,AC,1
2020-09-01,AL,6
2020-09-01,AM,9
2020-09-01,AP,2
2020-09-01,BA,16
2020-09-01,CE,18
2020-09-01,DF,12
2020-09-01,ES,12
2020-09-01,GO,20
2020-09-01,MA,6
2020-09-01,MG,47
2020-09-01,MS,6
2020-09-01,MT,8
2020-09-01,PA,9
2020-09-01,PB,2
2020-09-01,PE,20
2020-09-01,PI,3
2020-09-01,PR,26
2020-09-01,RJ,63
2020-09-01,RN,4
2020-09-01,RO,3
2020-09-01,RR,1
2020-09-01,RS,33
2020-09-01,SC,15
2020-09-01,SE,6
2020-09-01,SP,142
2020-09-01,TO,4
2020-10-01,AC,1
2020-10-01,AL,8
2020-10-01,AM,8
2020-10-01,BA,15
2020-10-01,CE,17
2020-10-01,DF,9
2020-10-01,ES,18
2020-10-01,GO,21
2020-10-01,MA,5
2020-10-01,MG,47
2020-10-01,MS,7
2020-10-01,MT,7
2020-10-01,PA,15
2020-10-01,PB,4
2020-10-01,PE,20
2020-10-01,PI,5
2020-10-01,PR,24
2020-10-01,RJ,51
2020-10-01,RN,7
2020-10-01,RO,7
2020-10-01,RR,1
2020-10-01,RS,29
2020-10-01,SC,22
2020-10-01,SE,4
2020-10-01,SP,154
2020-10-01,TO,1
2020-11-01,AL,5
2020-11-01,AM,5
2020-11-01,BA,15
2020-11-01,CE,12
2020-11-01,DF,11
2020-11-01,ES,11
2020-11-01,GO,17
2020-11-01,MA,4
2020-11-01,MG,37
2020-11-01,MS,10
2020-11-01,MT,10
2020-11-01,PA,11
2020-11-01,PB,6
2020-11-01,PE,12
2020-11-01,PI,3
2020-11-01,PR,29
2020-11-01,RJ,75
2020-11-01,RN,7
2020-11-01,RO,2
2020-11-01,RR,1
2020-11-01,RS,29
2020-11-01,SC,12
2020-11-01,SE,1
2020-11-01,SP,111
2020-11-01,TO,1
2020-12-01,AL,2
2020-12-01,AM,5
2020-12-01,AP,1
2020-12-01,BA,20
2020-12-01,CE,7
2020-12-01,DF,17
2020-12-01,ES,9
2020-12-01,GO,16
2020-12-01,MA,5
2020-12-01,MG,34
2020-12-01,MS,6
2020-12-01,MT,11
2020-12-01,PA,3
2020-12-01,PB,1
2020-12-01,PE,7
2020-12-01,PI,5
2020-12-01,PR,20
2020-12-01,RJ,52
2020-12-01,RN,3
2020-12-01,RO,5
2020-12-01,RS,25
2020-12-01,SC,15
2020-12-01,SE,8
2020-12-01,SP,103
2020-12-01,TO,3
2021-01-01,AC,1
2021-01-01,AL,6
2021-01-01,AM,12
2021-01-01,AP,4
2021-01-01,BA,29
2021-01-01,CE,16
2021-01-01,DF,7
2021-01-01,ES,23
2021-01-01,GO,25
2021-01-01,MA,4
2021-01-01,MG,71
2021-01-01,MS,7
2021-01-01,MT,12
2021-01-01,PA,11
2021-01-01,PB,6
2021-01-01,PE,29
2021-01-01,PI,6
2021-01-01,PR,33
2021-01-01,RJ,76
2021-01-01,RN,5
2021-01-01,RO,5
2021-01-01,RS,30
2021-01-01,SC,17
2021-01-01,SE,8
2021-01-01,SP,141
2021-01-01,TO,6
2021-02-01,AC,1
2021-02-01,AL,8
2021-02-01,AM,11
2021-02-01,BA,30
2021-02-01,CE,19
2021-02-01,DF,10
2021-02-01,ES,11
2021-02-01,GO,19
2021-02-01,MA,5
2021-02-01,MG,54
2021-02-01,MS,12
2021-02-01,MT,9
2021-02-01,PA,9
2021-02-01,PB,6
2021-02-01,PE,17
2021-02-01,PI,2
2021-02-01,PR,23
2021-02-01,RJ,61
2021-02-01,RN,4
2021-02-01,RO,4
2021-02-01,RR,1
2021-02-01,RS,31
2021-02-01,SC,21
2021-02-01,SE,6
2021-02-01,SP,157
2021-03-01,AC,2
2021-03-01,AL,8
2021-03-01,AM,3
2021-03-01,AP,3
2021-03-01,BA,20
2021-03-01,CE,15
2021-03-01,DF,13
2021-03-01,ES,12
2021-03-01,GO,20
2021-03-01,MA,7
2021-03-01,MG,55
2021-03-01,MS,6
2021-03-01,MT,13
2021-03-01,PA,13
2021-03-01,PB,6
2021-03-01,PE,22
2021-03-01,PI,2
2021-03-01,PR,31
2021-03-01,RJ,83
2021-03-01,RN,6
2021-03-01,RO,5
2021-03-01,RR,1
2021-03-01,RS,29
2021-03-01,SC,18
2021-03-01,SE,8
2021-03-01,SP,144
2021-03-01,TO,4
2021-04-01,AC,1
2021-04-01,AL,5
2021-04-01,AM,11
2021-04-01,AP,2
2021-04-01,BA,21
2021-04-01,CE,17
2021-04-01,DF,4
2021-04-01,ES,6
2021-04-01,GO,14
2021-04-01,MA,8
2021-04-01,MG,63
2021-04-01,MS,6
2021-04-01,MT,9
2021-04-01,PA,15
2021-04-01,PB,5
2021-04-01,PE,26
2021-04-01,PI,5
2021-04-01,PR,27
2021-04-01,RJ,71
2021-04-01,RN,6
2021-04-01,RO,2
2021-04-01,RS,20
2021-04-01,SC,19
2021-04-01,SE,6
2021-04-01,SP,128
2021-04-01,TO,6
2021-05-01,AC,1
2021-05-01,AL,7
2021-05-01,AM,10
2021-05-01,AP,1
2021-05-01,BA,18
2021-05-01,CE,10
2021-05-01,DF,8
2021-05-01,ES,4
2021-05-01,GO,25
2021-05-01,MA,3
2021-05-01,MG,51
2021-05-01,MS,10
2021-05-01,MT,10
2021-05-01,PA,15
2021-05-01,PB,11
2021-05-01,PE,18
2021-05-01,PI,1
2021-05-01,PR,28
2021-05-01,RJ,65
2021-05-01,RN,4
2021-05-01,RO,4
2021-05-01,RS,25
2021-05-01,SC,14
2021-05-01,SE,3
2021-05-01,SP,128
2021-05-01,TO,4
2021-06-01,AC,1
2021-06-01,AL,6
2021-06-01,AM,2
2021-06-01,BA,31
2021-06-01,CE,17
2021-06-01,DF,6
2021-06-01,ES,17
2021-06-01,GO,25
2021-06-01,MA,7
2021-06-01,MG,56
2021-06-01,MS,4
2021-06-01,MT,7
2021-06-01,PA,13
2021-06-01,PB,7
2021-06-01,PE,19
2021-06-01,PI,2
2021-06-01,PR,36
2021-06-01,RJ,63
2021-06-01,RN,1
2021-06-01,RO,2
2021-06-01,RR,2
2021-06-01,RS,15
2021-06-01,SC,22
2021-06-01,SE,4
2021-06-01,SP,138
2021-06-01,TO,3
2021-07-01,AC,2
2021-07-01,AL,1
2021-07-01,AM,5
2021-07-01,BA,26
2021-07-01,CE,16
2021-07-01,DF,5
2021-07-01,ES,7
2021-07-01,GO,22
2021-07-01,MA,6
2021-07-01,MG,70
2021-07-01,MS,9
2021-07-01,MT,5
2021-07-01,PA,12
2021-07-01,PB,8
2021-07-01,PE,21
2021-07-01,PI,7
2021-07-01,PR,35
2021-07-01,RJ,70
2021-07-01,RN,5
2021-07-01,RO,4
2021-07-01,RR,3
2021-07-01,RS,24
2021-07-01,SC,18
2021-07-01,SE,7
2021-07-01,SP,129
2021-07-01,TO,6
2021-08-01,AL,4
2021-08-01,AM,7
2021-08-01,AP,1
2021-08-01,BA,39
2021-08-01,CE,16
2021-08-01,DF,14
2021-08-01,ES,8
2021-08-01,GO,20
2021-08-01,MA,10
2021-08-01,MG,63
2021-08-01,MS,3
2021-08-01,MT,7
2021-08-01,PA,14
2021-08-01,PB,8
2021-08-01,PE,21
2021-08-01,PI,3
2021-08-01,PR,25
2021-08-01,RJ,64
2021-08-01,RN,4
2021-08-01,RO,8
2021-08-01,RR,1
2021-08-01,RS,30
2021-08-01,SC,21
2021-08-01,SE,3
2021-08-01,SP,156
2021-08-01,TO,2
2021-09-01,AL,8
2021-09-01,AM,9
2021-09-01,AP,2
2021-09-01,BA,25
2021-09-01,CE,19
2021-09-01,DF,6
2021-09-01,ES,10
2021-09-01,GO,20
2021-09-01,MA,5
2021-09-01,MG,45
2021-09-01,MS,3
2021-09-01,MT,8
2021-09-01,PA,13
2021-09-01,PB,5
2021-09-01,PE,14
2021-09-01,PI,4
2021-09-01,PR,27
2021-09-01,RJ,62
2021-09-01,RN,7
2021-09-01,RO,2
2021-09-01,RS,19
2021-09-01,SC,20
2021-09-01,SE,2
2021-09-01,SP,116
2021-09-01,TO,3
2021-10-01,AC,1
2021-10-01,AL,4
2021-10-01,AM,6
2021-10-01,AP,1
2021-10-01,BA,18
2021-10-01,CE,15
2021-10-01,DF,8
2021-10-01,ES,10
2021-10-01,GO,16
2021-10-01,MA,8
2021-10-01,MG,57
2021-10-01,MS,11
2021-10-01,MT,9
2021-10-01,PA,6
2021-10-01,PB,5
2021-10-01,PE,20
2021-10-01,PI,4
2021-10-01,PR,24
2021-10-01,RJ,49
2021-10-01,RN,6
2021-10-01,RO,2
2021-10-01,RS,32
2021-10-01,SC,23
2021-10-01,SE,4
2021-10-01,SP,145
2021-10-01,TO,3
2021-11-01,AC,3
2021-11-01,AL,5
2021-11-01,AM,4
2021-11-01,AP,2
2021-11-01,BA,26
2021-11-01,CE,22
2021-11-01,DF,8
2021-11-01,ES,12
2021-11-01,GO,13
2021-11-01,MA,3
2021-11-01,MG,32
2021-11-01,MS,10
2021-11-01,MT,3
2021-11-01,PA,9
2021-11-01,PB,3
2021-11-01,PE,19
2021-11-01,PI,3
2021-11-01,PR,26
2021-11-01,RJ,51
2021-11-01,RN,6
2021-11-01,RO,4
2021-11-01,RR,1
2021-11-01,RS,30
2021-11-01,SC,18
2021-11-01,SE,5
2021-11-01,SP,147
2021-12-01,AL,2
2021-12-01,AM,4
2021-12-01,AP,1
2021-12-01,BA,17
2021-12-01,CE,13
2021-12-01,DF,7
2021-12-01,ES,8
2021-12-01,GO,16
2021-12-01,MA,9
2021-12-01,MG,40
2021-12-01,MS,7
2021-12-01,MT,7
2021-12-01,PA,8
2021-12-01,PB,6
2021-12-01,PE,14
2021-12-01,PI,1
2021-12-01,PR,17
2021-12-01,RJ,44
2021-12-01,RN,6
2021-12-01,RO,4
2021-12-01,RR,1
2021-12-01,RS,12
2021-12-01,SC,14
2021-12-01,SE,1
2021-12-01,SP,90
2021-12-01,TO,3
2022-01-01,AC,1
2022-01-01,AL,4
2022-01-01,AM,2
2022-01-01,AP,1
2022-01-01,BA,23
2022-01-01,CE,14
2022-01-01,DF,11
2022-01-01,ES,8
2022-01-01,GO,16
2022-01-01,MA,5
2022-01-01,MG,40
2022-01-01,MS,2
2022-01-01,MT,6
2022-01-01,PA,9
2022-01-01,PB,6
2022-01-01,PE,13
2022-01-01,PI,3
2022-01-01,PR,26
2022-01-01,RJ,48
2022-01-01,RN,7
2022-01-01,RO,4
2022-01-01,RR,2
2022-01-01,RS,24
2022-01-01,SC,18
2022-01-01,SE,2
2022-01-01,SP,109
2022-01-01,TO,3
2022-02-01,AC,1
2022-02-01,AL,3
2022-02-01,AM,8
2022-02-01,AP,2
2022-02-01,BA,28
2022-02-01,CE,10
2022-02-01,DF,3
2022-02-01,ES,9
2022-02-01,GO,9
2022-02-01,MA,6
2022-02-01,MG,42
2022-02-01,MS,1
2022-02-01,MT,12
2022-02-01,PA,10
2022-02-01,PB,4
2022-02-01,PE,7
2022-02-01,PI,6
2022-02-01,PR,23
2022-02-01,RJ,47
2022-02-01,RN,5
2022-02-01,RO,2
2022-02-01,RS,21
2022-02-01,SC,22
2022-02-01,SE,4
2022-02-01,SP,113
2022-02-01,TO,1
2022-03-01,AC,1
2022-03-01,AL,5
2022-03-01,AM,13
2022-03-01,AP,2
2022-03-01,BA,21
2022-03-01,CE,14
2022-03-01,DF,7
2022-03-01,ES,11
2022-03-01,GO,19
2022-03-01,MA,6
2022-03-01,MG,56
2022-03-01,MS,8
2022-03-01,MT,13
2022-03-01,PA,10
2022-03-01,PB,11
2022-03-01,PE,10
2022-03-01,PI,5
2022-03-01,PR,25
2022-03-01,RJ,50
2022-03-01,RN,6
2022-03-01,RO,3
2022-03-01,RS,20
2022-03-01,SC,21
2022-03-01,SE,4
2022-03-01,SP,109
2022-03-01,TO,1
2022-04-01,AC,3
2022-04-01,AL,4
2022-04-01,AM,5
2022-04-01,AP,1
2022-04-01,BA,25
2022-04-01,CE,15
2022-04-01,DF,8
2022-04-01,ES,11
2022-04-01,GO,15
2022-04-01,MA,7
2022-04-01,MG,45
2022-04-01,MS,9
2022-04-01,MT,15
2022-04-01,PA,13
2022-04-01,PB,1
2022-04-01,PE,11
2022-04-01,PI,6
2022-04-01,PR,32
2022-04-01,RJ,29
2022-04-01,RN,2
2022-04-01,RO,6
2022-04-01,RS,25
2022-04-01,SC,19
2022-04-01,SE,4
2022-04-01,SP,91
2022-04-01,TO,3
2022-05-01,AC,1
2022-05-01,AL,6
2022-05-01,AM,8
2022-05-01,BA,22
2022-05-01,CE,19
2022-05-01,DF,9
2022-05-01,ES,13
2022-05-01,GO,14
2022-05-01,MA,6
2022-05-01,MG,56
2022-05-01,MS,3
2022-05-01,MT,10
2022-05-01,PA,8
2022-05-01,PB,8
2022-05-01,PE,12
2022-05-01,PI,3
2022-05-01,PR,19
2022-05-01,RJ,45
2022-05-01,RN,7
2022-05-01,RO,3
2022-05-01,RR,1
2022-05-01,RS,25
2022-05-01,SC,15
2022-05-01,SE,5
2022-05-01,SP,116
2022-05-01,TO,1
2022-06-01,AL,5
2022-06-01,AM,9
2022-06-01,AP,1
2022-06-01,BA,17
2022-06-01,CE,23
2022-06-01,DF,4
2022-06-01,ES,9
2022-06-01,GO,10
2022-06-01,MA,3
2022-06-01,MG,49
2022-06-01,MS,4
2022-06-01,MT,8
2022-06-01,PA,16
2022-06-01,PB,7
2022-06-01,PE,12
2022-06-01,PI,2
2022-06-01,PR,22
2022-06-01,RJ,51
2022-06-01,RN,3
2022-06-01,RO,2
2022-06-01,RS,27
2022-06-01,SC,19
2022-06-01,SE,4
2022-06-01,SP,142
2022-07-01,AL,3
2022-07-01,AM,3
2022-07-01,BA,19
2022-07-01,CE,12
2022-07-01,DF,13
2022-07-01,ES,8
2022-07-01,GO,14
2022-07-01,MA,8
2022-07-01,MG,46
2022-07-01,MS,5
2022-07-01,MT,4
2022-07-01,PA,7
2022-07-01,PB,8
2022-07-01,PE,15
2022-07-01,PI,5
2022-07-01,PR,26
2022-07-01,RJ,47
2022-07-01,RN,3
2022-07-01,RO,4
2022-07-01,RS,22
2022-07-01,SC,13
2022-07-01,SE,4
2022-07-01,SP,135
2022-07-01,TO,3
2022-08-01,AC,2
2022-08-01,AL,5
2022-08-01,AM,4
2022-08-01,AP,2
2022-08-01,BA,25
2022-08-01,CE,12
2022-08-01,DF,10
2022-08-01,ES,7
2022-08-01,GO,16
2022-08-01,MA,4
2022-08-01,MG,37
2022-08-01,MS,7
2022-08-01,MT,12
2022-08-01,PA,11
2022-08-01,PB,4
2022-08-01,PE,13
2022-08-01,PI,1
2022-08-01,PR,24
2022-08-01,RJ,36
2022-08-01,RN,8
2022-08-01,RO,5
2022-08-01,RR,1
2022-08-01,RS,35
2022-08-01,SC,17
2022-08-01,SE,3
2022-08-01,SP,122
2022-09-01,AC,1
2022-09-01,AL,1
2022-09-01,AM,4
2022-09-01,AP,1
2022-09-01,BA,19
2022-09-01,CE,22
2022-09-01,DF,6
2022-09-01,ES,10
2022-09-01,GO,15
2022-09-01,MA,6
2022-09-01,MG,43
2022-09-01,MS,6
2022-09-01,MT,8
2022-09-01,PA,9
2022-09-01,PB,7
2022-09-01,PE,14
2022-09-01,PI,3
2022-09-01,PR,26
2022-09-01,RJ,27
2022-09-01,RN,5
2022-09-01,RO,1
2022-09-01,RR,2
2022-09-01,RS,18
2022-09-01,SC,16
2022-09-01,SE,3
2022-09-01,SP,108
2022-09-01,TO,6
2022-10-01,AC,1
2022-10-01,AL,5
2022-10-01,AM,5
2022-10-01,AP,1
2022-10-01,BA,16
2022-10-01,CE,19
2022-10-01,DF,8
2022-10-01,ES,12
2022-10-01,GO,11
2022-10-01,MA,7
2022-10-01,MG,37
2022-10-01,MS,9
2022-10-01,MT,5
2022-10-01,PA,8
2022-10-01,PB,5
2022-10-01,PE,11
2022-10-01,PI,6
2022-10-01,PR,24
2022-10-01,RJ,29
2022-10-01,RN,6
2022-10-01,RO,3
2022-10-01,RR,2
2022-10-01,RS,17
2022-10-01,SC,21
2022-10-01,SE,1
2022-10-01,SP,86
2022-10-01,TO,1
2022-11-01,AL,3
2022-11-01,AM,9
2022-11-01,BA,18
2022-11-01,CE,10
2022-11-01,DF,4
2022-11-01,ES,4
2022-11-01,GO,12
2022-11-01,MG,44
2022-11-01,MS,1
2022-11-01,MT,3
2022-11-01,PA,6
2022-11-01,PB,1
2022-11-01,PE,12
2022-11-01,PI,3
2022-11-01,PR,19
2022-11-01,RJ,25
2022-11-01,RN,4
2022-11-01,RR,4
2022-11-01,RS,18
2022-11-01,SC,16
2022-11-01,SE,2
2022-11-01,SP,72
2022-12-01,AC,2
2022-12-01,AL,1
2022-12-01,BA,12
2022-12-01,CE,11
2022-12-01,DF,5
2022-12-01,ES,7
